ID,Timestamp,PID,PLAT,CTX,DESCRIPTION,TEXT EN,TEMP,INTENT,TRIGGERS,CAUS,ALGO_CAUSE,PB1,PB2,RESP_CONSEQ,FUTURE_USE,ARTIST_HARM
72,04/12/2025 02:44:12,6582f5dfb83c230e72711bbd,Spotify,Ascolto passivo,"Stavo guardando le playlist che Spotify mi ha creato, e ho visto che ha creato una playlist con pophit e narcolessia che fanno hyperpop, e poi c ê Liltagliagole che non ascolto perché non mi piace e fà trap e non c entra niente con l hyperpop","I was looking at the playlists Spotify created for me, and I saw that it created a playlist with Pophit and Narcolessia, who make hyperpop, and then there's Liltagliagole, who I don't listen to because I don't like him and he makes trap music, which has nothing to do with hyperpop.",PRE,ACTIVE,TR2_Collection,NO,4,Ho notato una sovrarappresentazione di artisti maschili o generi mainstream,"Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo.",NO,2,4
73,04/12/2025 02:49:01,6582f5dfb83c230e72711bbd,Spotify,Ascolto passivo,"Stavo sentendo Eminem inizialmente, andando avanti con le canzoni mi ha messo in automatico prima del metal tipo metallica e emmure, per poi passare a i the koolors (prima altre canzoni un po' più famose e anno 2000) e nei seguiti, mi dà altri generi completamente diversi, come madame e sfera ebbasta, ma anche thegiornalisti o ghali","I was listening to Eminem at first, and as the songs progressed, it automatically played metal tracks like Metallica and Emmure. Then it moved to The Kolors (earlier, some more popular 2000s songs), and after that, in the following suggestions, it gave me completely different genres, like Madame and Sfera Ebbasta, but also Thegiornalisti and Ghali.",POST,PASSIVE,TR3_Continuation,NO,2,"La piattaforma sembrava promuovere canzoni già virali o molto popolari, Ho notato una sovrarappresentazione di artisti maschili o generi mainstream, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Ho visto pochissime artiste donne o artisti non occidentali essere consigliati, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso","Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme, Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti",NO,2,5
74,04/12/2025 02:56:05,6582f5dfb83c230e72711bbd,Spotify,Stavo cercando qualcosa di specifico,"Sta mattina ascoltando rancore, mi era spuntato nei seguiti, Noyz narcos che è un genere rap di strada, che non c entra completamente con Rancore","This morning, while listening to Rancore, Noyz Narcos appeared in the following tracks. He’s street rap, which has nothing to do with Rancore.",POST,PASSIVE,TR3_Continuation,NO,3,"Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, Ho notato una sovrarappresentazione di artisti maschili o generi mainstream","Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo.",NO,3,5
75,04/12/2025 10:23:34,60e5d3a91561c1746aa12a5e,Spotify,Appena aperto l'app ,"Spotify continua a propormi questa nuova uscita di Taylor Swift, l'avrò vista 5 volte negli ultimi giorni, praticamente ogni giorno da quando è uscita. Mi sembra insistente ","Spotify keeps suggesting Taylor Swift's new release to me. I must have seen it five times in the last few days, practically every day since it came out. It seems a bit insistent. ",PRE,ACTIVE,TR1_Presentation,NO,4,Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo,Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme,YES,2,4
76,04/12/2025 11:21:49,6056beff1b9debccd57761e0,Instagram,Stavo scrollando,"Nonostante abbia disinstallato instagram nelle settimane passate, appena l’ho rinstallato, mi vengono subito suggeriti molti video relativi a wicked e ariana grande. ","Although I uninstalled Instagram a few weeks ago, as soon as I reinstalled it, I was immediately shown lots of videos related to Wicked and Ariana Grande. ",PRE,PASSIVE,TR1_Presentation,NO,3,"La piattaforma sembrava promuovere canzoni già virali o molto popolari, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo","Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo., Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme",NO,3,5
77,04/12/2025 11:31:28,6056beff1b9debccd57761e0,Instagram,Stavo scrollando,"Ho notato che attualmente mi vengono proposte cantanti simili tra loro. Nonostante in realtà abbia disinstallato instagram per qualche settimana, e non abbia interagito con nessun artista in particolare.Conosco le cantanti che mi vengono proposte, però non le ascolto tantissimo, per cui penso che mi vengano proposte perché ultimamamente stanno riscuotendo molto successo. Sono personaggi che ammiro, ma mi sembra come se il feed fosse monotematico","I've noticed that I'm currently being recommended singers who are similar to each other. Even though I actually uninstalled Instagram for a few weeks and haven't interacted with any particular artists. I know the singers I'm being recommended, but I don't listen to them that much, so I think I'm being recommended them because they've been very successful lately. They're people I admire, but it feels like the feed is monotonous.",PRE,PASSIVE,TR1_Presentation,YES,3,"Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, La piattaforma sembrava promuovere canzoni già virali o molto popolari","Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo., Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti",YES,3,5
78,04/12/2025 11:38:09,6056beff1b9debccd57761e0,Instagram,Stavo scrollando,"Sul mio feed ci sono solo donne. Non vedo artisti uomini, potrebbe essere colpa mia, dato che interagisco di più con contenuti relativi ad artisti donne, ma praticamente è stato eliminato il genere maschile dal mio feed","There are only women on my feed. I don't see any male artists, which could be my fault, since I interact more with content related to female artists, but basically the male gender has been eliminated from my feed.",PRE,PASSIVE,TR1_Presentation,YES,4,"Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, Ho vusto pochissimi artisti uomini essere consigliati","Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo., Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari",NO,3,5
79,04/12/2025 11:56:11,6056beff1b9debccd57761e0,Apple Music,Ascolto passivo,"ho visto un reel di una canzone di Ariana Grande e l’ho cercata su apple music perchè volevo riascoltarla, lasciando poi la playlist continuare autonomamente con i suggerimenti di apple music. Ho notato che le artiste che mi venivano proposte dopo Ariana grande erano tutte donne e troye sivan","I saw a reel of an Ariana Grande song and looked it up on Apple Music because I wanted to listen to it again, then let the playlist continue automatically with Apple Music’s suggestions. I noticed that the artists suggested after Ariana Grande were all women, plus Troye Sivan.",POST,PASSIVE,TR3_Continuation,NO,3,Suggerimenti biased?,"Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias, Perchè ascolto tantissimi artisti e, dando un occhio alla mia playlist, c’è molta più variabilità sui tipi di artisti che ascolto",NO,3,4
80,04/12/2025 16:32:24,60e5d3a91561c1746aa12a5e,Spotify,Stavo cercando qualcosa di specifico,"Stavo cercando una playlist pop di brani cantanti da donne. Tra tutti e 50 i brani, solo 3 erano di donne non bianche","I was looking for a pop playlist of songs sung by women. Out of all 50 tracks, only 3 were by non-white women.",PRE,ACTIVE,TR2_Collection,NO,5,"Ho visto pochissime artiste donne o artisti non occidentali essere consigliati, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, La piattaforma sembrava promuovere canzoni già virali o molto popolari",Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias,NO,2,5
81,04/12/2025 18:26:25,60ddf71e95896d2595f0e1a5,Spotify,Stavo cercando qualcosa di specifico,"I suggerimenti consigliati sulla base di un artista che ascolto sono quasi interamente album gia molto famosi, datati e di artisti maschi","The recommendations based on an artist I listen to are almost entirely albums that are already very famous, dated, and by male artists.",PRE,ACTIVE,TR1_Presentation,NO,5,Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso,Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo,NO,3,5
82,04/12/2025 19:33:40,5e68bd3b003be1000c6c4d25,Spotify,Esploravo la sezione discover di spotify,"Tra le prime proposte c’erano i maneskin, che sinceramente non apprezzo e non mi sembrano particolarmente a fuoco come raccomandazione per me","Among the first suggestions were Maneskin, whom I honestly do not appreciate and do not find particularly relevant as a recommendation for me.",PRE,ACTIVE,TR1_Presentation,NO,1,"La piattaforma sembrava promuovere canzoni già virali o molto popolari, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso",Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti,NO,3,5
83,04/12/2025 20:40:28,6734c4c9540c828f442d4308,Spotify,Ascolto passivo,Raccomandazioni ripetitive,Repetitive recommendations.,POST,PASSIVE,TR1_Presentation,NO,4,"Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, Ho visto pochissime artiste donne o artisti non occidentali essere consigliati",Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo,NO,3,3
84,04/12/2025 21:33:02,601705a0246e51313e8ed38e,Spotify,Ascolto passivo,"Ho notato che in una radio di un artista sono state inseriti molte brani di uno specifico album, molto di più di altri artisti o album.","I noticed that in a radio for an artist, many tracks from a specific album were included—much more than from other artists or albums.",POST,PASSIVE,TR2_Collection,NO,1,"Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo",Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo,NO,2,4
85,04/12/2025 21:46:41,601705a0246e51313e8ed38e,Spotify,Stavo cercando qualcosa di specifico,"Ho notato che più spesso, in più radio diverse, questa sera, mi è stato proposto un gruppo quasi sempre tra i primi brani delle varie radio.","I noticed that, more often tonight across several different radios, a certain group was suggested almost always among the first tracks in each radio.",PRE,ACTIVE,TR2_Collection,NO,2,"Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo","Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari",NO,2,4
86,04/12/2025 21:49:09,601705a0246e51313e8ed38e,Spotify,"Stavo controllando le playlist ""editoriali"" create per me","Ho trovato curiosa l'abbondanza e il placement di così tante canzoni di Nia Archives, artista che conosco e apprezzo, ma sicuramente allo stesso tempo è un nome ""caldo"" nella scena.","I found the abundance and placement of so many songs by Nia Archives curious—an artist I know and appreciate, but who is also clearly a “hot” name in the scene right now.",PRE,ACTIVE,TR2_Collection,YES,2,"Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, La piattaforma sembrava promuovere canzoni già virali o molto popolari","Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias",YES,3,3
87,04/12/2025 22:06:24,67235c9d9d3b60d42012c74a,Spotify,Stavo cercando qualcosa di specifico,Stavo ascoltando una canzone di un artista underground che non avevo mai ascoltato e i consigliati mi hanno riprodotto una canzone che é già tra i miei like e che ascolto regolarmente,"I was listening to a song by an underground artist I had never heard before, and the recommended tracks played a song that’s already in my likes and that I listen to regularly.",POST,PASSIVE,TR3_Continuation,NO,3,"La piattaforma sembrava promuovere canzoni già virali o molto popolari, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso","Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo",NO,3,4
88,04/12/2025 22:08:29,67235c9d9d3b60d42012c74a,YouTube Music,Stavo cercando qualcosa di specifico,"Nonostante stessi ascoltando la musica di un’artista molto poco conosciuta, Youtube mi propone un’artista estremamente conosciuta subito dopo","Even though I was listening to music by a very little-known artist, YouTube recommended an extremely famous artist right afterward.",POST,PASSIVE,TR3_Continuation,NO,4,"Ho notato una sovrarappresentazione di artisti maschili o generi mainstream, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, La piattaforma sembrava promuovere canzoni già virali o molto popolari","Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari",NO,3,4
89,04/12/2025 22:20:27,67235c9d9d3b60d42012c74a,Spotify,Ascolto passivo,"Mi sono accorta come diverse playlist proposte da Spotify abbiano le stesse identiche canzoni, popolari al momento e appena uscite","I noticed that several playlists suggested by Spotify have the exact same songs, which are popular at the moment and have just been released.",POST,ACTIVE,TR2_Collection,YES,4,"Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Ho notato una sovrarappresentazione di artisti maschili o generi mainstream, La piattaforma sembrava promuovere canzoni già virali o molto popolari","Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo., Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme, Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari",NO,3,4
90,04/12/2025 23:44:17,6646052f36c0bd14aafa0f0f,Spotify,Ascolto passivo,"Dopo aver finito di ascoltare una playlist di un utente, spotify ha cominciato la riproduzione di brani consigliati. Il brano a partire subito dopo è un brano di Tony Effe, che non ascolto.","After finishing a user’s playlist, Spotify started playing recommended tracks. The very next track was by Tony Effe, which I don’t usually listen to.",POST,PASSIVE,TR3_Continuation,NO,2,"La piattaforma sembrava promuovere canzoni già virali o molto popolari, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti",Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti,NO,3,4
91,04/12/2025 23:45:29,6646052f36c0bd14aafa0f0f,Spotify,Stavo cercando qualcosa di specifico,"Scrollando nella home di spotify mentre cercavo una mia playlist, ho notato la sezione “I più grandi successi di oggi”. Ho notato suggerimenti di artisti come Shiva e altri che non ascolto.","While scrolling through the Spotify home page looking for one of my playlists, I noticed the section “Today's Top Hits”. I noticed suggestions for artists such as Shiva and others that I don't listen to.",PRE,PASSIVE,TR1_Presentation,NO,2,Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti,Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti,NO,3,4
92,04/12/2025 23:46:49,6646052f36c0bd14aafa0f0f,Spotify,Stavo scrollando,"Scrollando nella home di spotify, ho notato la sezione “Stazioni radio più popolari”. C’erano varie radio che rispecchiavano i miei gusti, ma poi ho notato suggerimenti di artisti come Olly, che non ascolto.","Scrolling through the Spotify home page, I noticed the “Most Popular Radio Stations” section. There were several radio stations that reflected my tastes, but then I noticed suggestions for artists such as Olly, whom I do not listen to.",PRE,PASSIVE,TR1_Presentation,NO,3,Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti,"Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias, Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti",NO,3,4
93,04/12/2025 23:46:58,60ddf71e95896d2595f0e1a5,Spotify,Esplorando suggerimenti,Nel “release radar” sono presenti in gran misura artisti maschili / pochissimi singoli di artiste donne senza collaborazioni. Avrei preferito che venissero considerati un po’ tutti gli artisti che ascolto,The ‘release radar’ features mostly male artists and very few singles by female artists without collaborations. I would have preferred if all the artists I listen to had been considered.,PRE,ACTIVE,TR2_Collection,NO,5,Ho visto pochissime artiste donne o artisti non occidentali essere consigliati,Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias,YES,3,4
94,04/12/2025 23:53:07,60ddf71e95896d2595f0e1a5,Spotify,Esplorando suggerimenti,"Nelle playlist create apposta per me vedo che la seconda di importanza  sono artisti, generi, che ascoltavo diversi anni fa. Questo mi fa pensare che l’algoritmo valorizzi ancora gli ascolti di quel genere nonostante sia da diversi anni che non lo ascolto piu affatto, e non ho intenzione di riprodurre la playlist","In the playlists created specifically for me, I see that the second most important ones are artists and genres that I listened to several years ago. This makes me think that the algorithm still values listening to that genre, even though I haven't listened to it at all for several years, and I have no intention of playing the playlist.",PRE,ACTIVE,TR1_Presentation,YES,5,Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo,"Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Le raccomandazioni non sembravano evolvere nemmeno dopo aver cambiato ciò che ascoltavo, ",YES,2,2
95,05/12/2025 00:07:41,60e5d3a91561c1746aa12a5e,Spotify,Stavo scrollando,"Spotify mi consiglia playlist che non c'entrano niente con i miei gusti, nella schermata home",Spotify recommends playlists that have nothing to do with my tastes on the home screen.,PRE,PASSIVE,TR1_Presentation,NO,5,"Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, La piattaforma sembrava promuovere canzoni già virali o molto popolari",Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo.,NO,3,3
96,05/12/2025 01:09:35,6582f5dfb83c230e72711bbd,Spotify,Stavo cercando qualcosa di specifico,"Oltre al fatto che cercando Mara Sattei mi sono usciti i fuckyourclique che non c entrano assolutamente nulla, nei seguiti è uscito rancore e naska che comunque è un genere che non c entra molto ","In addition to the fact that when I searched for Mara Sattei, I got results for fuckyourclique, which has absolutely nothing to do with it, in the follow-ups I got results for rancore and naska, which is a genre that doesn't have much to do with it either. ",PRE,ACTIVE,TR1_Presentation,NO,4,"Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, Ho visto pochissime artiste donne o artisti non occidentali essere consigliati, Ho notato una sovrarappresentazione di artisti maschili o generi mainstream","Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias",NO,2,4
97,05/12/2025 01:12:36,6582f5dfb83c230e72711bbd,Spotify,Stavo scrollando,"Scrollando su Spotify mi è apparso: brani consigliati in base a rancore, e poi ha suggerito Caparezza, Noyz narcos, Fabri fibra e l unico cantante che effettivamente è molto simile club dogo, ma gli altri non c entrano nulla ","Scrolling through Spotify, I saw: recommended songs based on resentment, and then it suggested Caparezza, Noyz Narcos, Fabri Fibra and the only singer who is actually very similar, Club Dogo, but the others have nothing to do with it. ",PRE,PASSIVE,TR1_Presentation,NO,4,"Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, La piattaforma sembrava promuovere canzoni già virali o molto popolari, Ho notato una sovrarappresentazione di artisti maschili o generi mainstream","Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo., Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari",NO,2,5
98,05/12/2025 01:16:24,6582f5dfb83c230e72711bbd,YouTube Music,Stavo cercando qualcosa di specifico,"Ascoltando bassi maestro mi ha consigliato Noyz narcos, (me lo hanno consigliato sempre sia su Spotify che YT music tral altro)","While listening to Bassi Maestro, it recommended Noyz Narcos (they’ve suggested him to me before on both Spotify and YouTube Music, among others).",POST,PASSIVE,TR3_Continuation,NO,2,"Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, Ho notato una sovrarappresentazione di artisti maschili o generi mainstream, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, La piattaforma sembrava promuovere canzoni già virali o molto popolari, Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo","Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti, Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme, Le raccomandazioni non sembravano evolvere nemmeno dopo aver cambiato ciò che ascoltavo, Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias",NO,2,5
99,05/12/2025 01:37:01,6582f5dfb83c230e72711bbd,YouTube Music,Stavo cercando qualcosa di specifico,"Ascoltando mezzosangue, mi ha messo per l ennesima volta Noyz narcos nella riproduzione automatica (genere completamente diverso)","While listening to Mezzosangue, it played Noyz Narcos yet again in autoplay—a completely different genre.",POST,PASSIVE,TR3_Continuation,NO,1,"La piattaforma sembrava promuovere canzoni già virali o molto popolari, Ho notato una sovrarappresentazione di artisti maschili o generi mainstream, Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo","Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo., Le raccomandazioni non sembravano evolvere nemmeno dopo aver cambiato ciò che ascoltavo, Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme",NO,2,5
100,05/12/2025 14:45:08,5e68bd3b003be1000c6c4d25,Spotify,Ascolto passivo,"Mi è stato proposto alfa con a me mi piace, mi sembra una canzone già sufficientemente conosciuta e non credo ci sia ancora bisogno di spammarla","I was suggested Alfa with “A Me Mi Piace.” It seems like a song that’s already well-known enough, and I don’t think it needs to be pushed any further.",POST,PASSIVE,TR3_Continuation,NO,1,"Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, La piattaforma sembrava promuovere canzoni già virali o molto popolari, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso","Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme, Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti",YES,3,5
101,05/12/2025 16:05:24,60e5d3a91561c1746aa12a5e,Spotify,Stavo cercando qualcosa di specifico,"Stavo cercando dei mix da ascoltare. Di quelli che ho trovato, 3 hanno lo stesso artista come principale (v. copertina), e le ultime due righe degli altri sono principalmente occupate da artisti che non ascolto, o che ho ascoltato pochissimo in passato (davvero poco)","I was looking for some mixes to listen to. Of those I found, three have the same artist as the main one (see cover), and the last two lines of the others are mainly occupied by artists I don't listen to, or who I have listened to very little in the past (really very little).",PRE,ACTIVE,TR1_Presentation,NO,4,"Ho visto pochissime artiste donne o artisti non occidentali essere consigliati, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, non c'entrano niente con i miei ascolti","Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti, Le raccomandazioni non sembravano evolvere nemmeno dopo aver cambiato ciò che ascoltavo, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo.",NO,2,3
102,05/12/2025 16:07:26,60e5d3a91561c1746aa12a5e,Spotify,Stavo scrollando,"Cercavo nuove proposte, delle playlist suggerite per oggi solo due sono pertinenti con i miei interessi. Il resto sono playlist di artisti popolari o (credo) popolari in questa zona","I was looking for new suggestions, but only two of today's recommended playlists are relevant to my interests. The rest are playlists by artists who are popular or (I think) popular in this area.",PRE,PASSIVE,TR1_Presentation,NO,5,"Ho notato una sovrarappresentazione di artisti maschili o generi mainstream, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, La piattaforma sembrava promuovere canzoni già virali o molto popolari","Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo.",NO,2,3
103,05/12/2025 16:16:17,60e5d3a91561c1746aa12a5e,Spotify,Stavo cercando qualcosa di specifico,"Cercavo il mix indie per vedere se c'erano artisti effettivamenti indipendenti, da cui il nome del genere. Non ce n'era quasi nessuno, esemplificativi sono i primi 10 brani ma il trend è lo stesso a seguire","I was looking for the indie mix to see if there were actually independent artists, hence the genre name. There were almost none—exemplified by the first 10 tracks, but the same trend continued throughout.",PRE,ACTIVE,TR2_Collection,NO,5,Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti,Mi sono sentito “intrappolatə” in un loop di contenuti già familiari,NO,1,5
104,05/12/2025 16:22:18,60e5d3a91561c1746aa12a5e,Spotify,Stavo cercando qualcosa di specifico,"Ho una playlist che ha un tema politico, ma che ho cercato di mantenere il più varia possibile includendo anche voci femminili. Si tratta principalmente di artisti occidentali perché è una playlist di musica quasi interamente italiana. Ciò detto, spotify nei suggeriti non include neanche una cantante o artista donna","I have a playlist with a political theme, but I’ve tried to keep it as varied as possible, including female voices. It’s mostly Western artists because it’s an almost entirely Italian music playlist. That said, Spotify’s suggested tracks don’t include a single female singer or artist.",PRE,ACTIVE,TR2_Collection,NO,4,Ho notato una sovrarappresentazione di artisti maschili o generi mainstream,"Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo.",NO,2,3
105,05/12/2025 18:02:13,67235c9d9d3b60d42012c74a,TikTok,Stavo scrollando,Ho notato che molti account famosi promuovono i loro video con questa specifica canzone (Stateside di PinkPantheress e Zara Larsson) che anche Spotify continua a riprodurmi in automatico da qualche settimana.,"I've noticed that many famous accounts promote their videos with this specific song (Stateside by PinkPantheress and Zara Larsson), which Spotify has also been playing automatically for me for a few weeks now.",PRE,ACTIVE,TR1_Presentation,YES,4,"Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, La piattaforma sembrava promuovere canzoni già virali o molto popolari, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo","Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari",NO,3,3
106,05/12/2025 19:20:17,5e68bd3b003be1000c6c4d25,Spotify,Ascolto passivo,Stavo ascoltando la mia musica ma in smart shuffle e spotify mi ha proposto good times di ghali,"I was listening to my music on smart shuffle, and Spotify suggested “Good Times” by Ghali.",POST,PASSIVE,TR3_Continuation,NO,2,"Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, La piattaforma sembrava promuovere canzoni già virali o molto popolari, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti",Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme,NO,3,4
107,05/12/2025 22:26:42,67235c9d9d3b60d42012c74a,Spotify,Ascolto passivo,I consigliati di Spotify riproducono solo musica che ascolto già.,Spotify’s recommended tracks only play music I already listen to.,POST,PASSIVE,TR3_Continuation,NO,5,"Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso","Le raccomandazioni non sembravano evolvere nemmeno dopo aver cambiato ciò che ascoltavo, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari",NO,3,4
108,05/12/2025 22:43:32,67235c9d9d3b60d42012c74a,Spotify,Stavo cercando qualcosa di specifico,Avevo cercato una playlist specifica su Spotify ma una volta finita quella Spotify mi consiglia solo canzoni che ascolto già.,"I had searched for a specific playlist on Spotify, but once it ended, Spotify only recommended songs I already listen to.",POST,PASSIVE,TR3_Continuation,NO,5,"Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo",Mi sono sentito “intrappolatə” in un loop di contenuti già familiari,NO,3,4
